task_id,machine_id,operator_id,site_id,task_type,task_status,scheduled_start,scheduled_end,target_quantity,quantity_unit,estimated_duration_min,actual_duration_min,task_efficiency
T00376,M0018,OP0045,ST014,Hauling,IN_PROGRESS,2025-02-08 12:20:00,2025-02-08 14:47:48,199.9,tons,147.8,93.8,
T00377,M0040,OP0036,ST002,Road Preparation,COMPLETED,2025-07-09 07:59:00,2025-07-09 09:40:42,830.3,m2,101.7,264.8,0.384
T00378,M0026,OP0028,ST015,Demolition,COMPLETED,2025-05-03 09:54:00,2025-05-03 15:34:36,485.8,m3,340.6,429.3,0.793
T00379,M0024,OP0026,ST004,Material Stockpiling,COMPLETED,2025-04-14 14:28:00,2025-04-14 18:43:18,1183.3,tons,255.3,336.6,0.758
T00380,M0026,OP0015,ST015,Grading,DELAYED,2025-03-02 13:21:00,2025-03-02 18:28:30,4820.6,m2,307.5,368.6,
T00381,M0024,OP0024,ST004,Material Loading,COMPLETED,2025-02-09 12:52:00,2025-02-09 14:05:48,355.2,tons,73.8,102.0,0.724
T00382,M0008,OP0035,ST008,Earth Excavation,COMPLETED,2025-06-29 14:55:00,2025-06-29 18:36:42,863.7,m3,221.7,257.0,0.863
T00383,M0002,OP0009,ST007,Material Loading,SCHEDULED,2025-04-05 11:41:00,2025-04-05 16:07:24,819.3,tons,266.4,,
T00384,M0022,OP0052,ST002,Hauling,DELAYED,2025-01-31 11:37:00,2025-01-31 17:49:48,870.8,tons,372.8,653.7,
T00385,M0040,OP0046,ST002,Material Loading,COMPLETED,2025-09-21 13:48:00,2025-09-22 01:28:00,2359.8,tons,700.0,1047.5,0.668
T00386,M0040,OP0022,ST002,Material Loading,COMPLETED,2025-05-01 07:16:00,2025-05-01 07:48:48,135.5,tons,32.8,33.5,0.979
T00387,M0025,OP0011,ST011,Material Loading,IN_PROGRESS,2025-03-30 15:49:00,2025-03-31 01:33:24,1835.6,tons,584.4,182.7,
T00388,M0015,OP0012,ST001,Demolition,SCHEDULED,2025-09-13 10:43:00,2025-09-13 19:19:48,1284.7,m3,516.8,,
T00389,M0020,OP0024,ST015,Earth Excavation,DELAYED,2025-09-20 09:43:00,2025-09-20 12:45:24,365.0,m3,182.4,182.6,
T00390,M0030,OP0007,ST009,Trenching,COMPLETED,2025-01-20 15:42:00,2025-01-20 19:16:54,269.0,m,214.9,210.6,1.02
T00391,M0018,OP0012,ST014,Soil Compaction,IN_PROGRESS,2025-06-12 08:14:00,2025-06-12 09:40:18,1246.0,m2,86.3,96.5,
T00392,M0023,OP0053,ST009,Demolition,DELAYED,2025-05-27 06:13:00,2025-05-27 16:18:54,743.0,m3,605.9,540.5,
T00393,M0042,OP0037,ST011,Demolition,COMPLETED,2025-02-24 06:51:00,2025-02-24 13:52:54,1089.9,m3,421.9,439.1,0.961
T00394,M0021,OP0038,ST014,Grading,COMPLETED,2025-05-22 09:29:00,2025-05-22 11:08:00,2112.9,m2,99.0,323.4,0.306
T00395,M0009,OP0052,ST004,Earth Excavation,COMPLETED,2025-01-23 08:42:00,2025-01-23 11:32:48,462.1,m3,170.8,243.7,0.701
T00396,M0006,OP0029,ST010,Trenching,DELAYED,2025-04-26 08:48:00,2025-04-26 12:13:54,273.4,m,205.9,267.7,
T00397,M0030,OP0035,ST009,Trenching,IN_PROGRESS,2025-06-15 13:33:00,2025-06-15 17:41:18,502.1,m,248.3,106.4,
T00398,M0011,OP0050,ST003,Road Preparation,COMPLETED,2025-09-02 15:14:00,2025-09-02 18:42:54,1536.1,m2,208.9,223.5,0.935
T00399,M0041,OP0001,ST008,Trenching,SCHEDULED,2025-07-13 07:56:00,2025-07-13 12:01:06,496.8,m,245.1,,
T00400,M0035,OP0014,ST013,Grading,SCHEDULED,2025-09-14 09:16:00,2025-09-14 10:57:18,2431.7,m2,101.3,,
T00401,M0035,OP0022,ST013,Grading,CANCELLED,2025-05-17 10:39:00,2025-05-17 13:26:06,3445.1,m2,167.1,,
T00402,M0004,OP0019,ST007,Grading,SCHEDULED,2025-04-10 06:32:00,2025-04-10 09:40:06,2967.8,m2,188.1,,
T00403,M0016,OP0004,ST006,Road Preparation,DELAYED,2025-04-16 14:55:00,2025-04-16 17:01:06,1981.8,m2,126.1,122.7,
T00404,M0030,OP0049,ST009,Demolition,COMPLETED,2025-03-07 09:23:00,2025-03-07 11:59:30,369.4,m3,156.5,257.9,0.607
T00405,M0030,OP0042,ST009,Material Loading,COMPLETED,2025-03-14 08:46:00,2025-03-14 13:32:36,1189.7,tons,286.6,251.2,1.141
T00406,M0006,OP0041,ST010,Material Loading,COMPLETED,2025-09-27 12:34:00,2025-09-27 15:47:36,324.8,tons,193.6,217.2,0.891
T00407,M0027,OP0018,ST015,Trenching,COMPLETED,2025-08-22 08:05:00,2025-08-22 11:48:00,396.3,m,223.0,271.3,0.822
T00408,M0015,OP0043,ST001,Earth Excavation,SCHEDULED,2025-03-12 12:26:00,2025-03-12 12:59:54,134.0,m3,33.9,,
T00409,M0001,OP0012,ST007,Demolition,COMPLETED,2025-08-14 09:59:00,2025-08-14 12:26:00,375.3,m3,147.0,173.1,0.849
T00410,M0042,OP0030,ST011,Material Stockpiling,DELAYED,2025-03-07 06:22:00,2025-03-07 15:01:30,2437.5,tons,519.5,589.7,
T00411,M0029,OP0034,ST010,Trenching,CANCELLED,2025-06-28 13:48:00,2025-06-28 16:09:30,116.7,m,141.5,,
T00412,M0010,OP0012,ST012,Hauling,DELAYED,2025-04-30 07:19:00,2025-04-30 08:11:30,154.1,tons,52.5,166.5,
T00413,M0001,OP0018,ST007,Trenching,DELAYED,2025-09-07 07:36:00,2025-09-07 10:49:36,333.6,m,193.6,180.2,
T00414,M0023,OP0009,ST009,Material Stockpiling,COMPLETED,2025-05-25 08:33:00,2025-05-25 11:34:18,631.5,tons,181.3,416.6,0.435
T00415,M0001,OP0036,ST007,Material Loading,IN_PROGRESS,2025-07-20 15:44:00,2025-07-20 17:46:18,539.0,tons,122.3,90.5,
T00416,M0001,OP0051,ST007,Material Loading,COMPLETED,2025-04-13 13:24:00,2025-04-13 18:54:24,1639.3,tons,330.4,337.6,0.979
T00417,M0024,OP0005,ST004,Material Loading,SCHEDULED,2025-04-05 07:30:00,2025-04-05 13:10:06,1090.7,tons,340.1,,
T00418,M0041,OP0039,ST008,Soil Compaction,CANCELLED,2025-05-28 11:14:00,2025-05-28 13:07:36,2033.9,m2,113.6,,
T00419,M0033,OP0042,ST001,Road Preparation,SCHEDULED,2025-02-05 12:09:00,2025-02-05 18:35:48,5053.7,m2,386.8,,
T00420,M0025,OP0035,ST011,Material Stockpiling,COMPLETED,2025-01-19 11:22:00,2025-01-19 15:25:30,1392.3,tons,243.5,349.7,0.696
T00421,M0024,OP0016,ST004,Material Loading,COMPLETED,2025-03-22 09:45:00,2025-03-22 14:37:06,925.0,tons,292.1,505.4,0.578
T00422,M0001,OP0003,ST007,Earth Excavation,COMPLETED,2025-01-02 10:26:00,2025-01-02 15:18:18,998.6,m3,292.3,316.4,0.924
T00423,M0019,OP0005,ST002,Material Loading,COMPLETED,2025-02-04 06:13:00,2025-02-04 18:22:18,1153.1,tons,729.3,789.5,0.924
T00424,M0004,OP0045,ST007,Trenching,COMPLETED,2025-04-20 06:45:00,2025-04-20 20:10:36,491.4,m,805.6,1147.1,0.702
T00425,M0030,OP0053,ST009,Material Loading,CANCELLED,2025-04-01 12:34:00,2025-04-01 14:11:48,418.9,tons,97.8,,
T00426,M0003,OP0007,ST013,Demolition,COMPLETED,2025-05-16 12:06:00,2025-05-16 16:31:00,503.8,m3,265.0,252.5,1.05
T00427,M0001,OP0052,ST007,Earth Excavation,SCHEDULED,2025-09-11 09:27:00,2025-09-11 10:28:12,172.5,m3,61.2,,
T00428,M0017,OP0012,ST015,Road Preparation,COMPLETED,2025-01-14 15:04:00,2025-01-14 19:11:36,3451.6,m2,247.6,287.8,0.86
T00429,M0039,OP0044,ST003,Trenching,CANCELLED,2025-07-20 10:05:00,2025-07-20 15:39:30,531.8,m,334.5,,
T00430,M0003,OP0001,ST013,Road Preparation,COMPLETED,2025-01-14 15:26:00,2025-01-14 21:04:36,5532.1,m2,338.6,462.9,0.731
T00431,M0026,OP0049,ST015,Grading,COMPLETED,2025-07-08 14:55:00,2025-07-08 19:17:54,5420.2,m2,262.9,342.5,0.768
T00432,M0024,OP0039,ST004,Material Loading,COMPLETED,2025-01-09 07:33:00,2025-01-09 16:47:54,2284.6,tons,554.9,1011.0,0.549
T00433,M0009,OP0003,ST004,Demolition,SCHEDULED,2025-02-01 15:39:00,2025-02-01 18:25:36,426.9,m3,166.6,,
T00434,M0004,OP0024,ST007,Grading,COMPLETED,2025-05-25 12:28:00,2025-05-25 14:41:18,3358.4,m2,133.3,198.0,0.673
T00435,M0033,OP0011,ST001,Road Preparation,COMPLETED,2025-03-07 10:41:00,2025-03-07 20:12:54,5963.0,m2,571.9,758.2,0.754
T00436,M0025,OP0005,ST011,Material Loading,SCHEDULED,2025-01-12 12:48:00,2025-01-12 14:12:06,285.8,tons,84.1,,
T00437,M0021,OP0036,ST014,Road Preparation,CANCELLED,2025-09-05 15:16:00,2025-09-05 20:27:12,4295.9,m2,311.2,,
T00438,M0017,OP0010,ST015,Trenching,CANCELLED,2025-07-12 12:54:00,2025-07-12 18:05:54,258.0,m,311.9,,
T00439,M0009,OP0026,ST004,Trenching,COMPLETED,2025-05-06 07:52:00,2025-05-06 10:02:18,212.4,m,130.3,162.4,0.802
T00440,M0031,OP0032,ST002,Soil Compaction,DELAYED,2025-05-18 12:20:00,2025-05-18 14:12:36,1657.6,m2,112.6,216.9,
T00441,M0022,OP0053,ST002,Hauling,CANCELLED,2025-05-19 08:03:00,2025-05-19 12:32:30,807.3,tons,269.5,,
T00442,M0023,OP0016,ST009,Material Loading,COMPLETED,2025-09-10 08:50:00,2025-09-10 12:46:24,772.4,tons,236.4,279.9,0.845
T00443,M0020,OP0021,ST015,Road Preparation,COMPLETED,2025-02-12 11:43:00,2025-02-12 16:12:48,1982.7,m2,269.8,279.1,0.967
T00444,M0021,OP0007,ST014,Hauling,COMPLETED,2025-05-15 09:16:00,2025-05-16 13:42:36,2231.2,tons,1706.6,2238.7,0.762
T00445,M0038,OP0045,ST004,Demolition,IN_PROGRESS,2025-06-29 15:29:00,2025-06-29 19:14:06,442.0,m3,225.1,208.4,
T00446,M0017,OP0041,ST015,Grading,COMPLETED,2025-06-10 15:01:00,2025-06-10 16:29:18,1425.3,m2,88.3,99.3,0.889
T00447,M0011,OP0015,ST003,Grading,CANCELLED,2025-09-04 12:16:00,2025-09-04 20:43:42,3926.9,m2,507.7,,
T00448,M0007,OP0021,ST012,Road Preparation,COMPLETED,2025-01-17 14:02:00,2025-01-17 20:57:18,5937.0,m2,415.3,523.1,0.794
T00449,M0033,OP0011,ST001,Earth Excavation,COMPLETED,2025-03-18 07:25:00,2025-03-18 17:24:36,921.8,m3,599.6,766.4,0.782
T00450,M0027,OP0049,ST015,Material Loading,IN_PROGRESS,2025-07-24 14:52:00,2025-07-24 16:38:36,413.1,tons,106.6,71.9,
T00451,M0035,OP0050,ST013,Road Preparation,IN_PROGRESS,2025-01-13 11:35:00,2025-01-13 16:49:36,4940.7,m2,314.6,88.4,
T00452,M0019,OP0008,ST002,Trenching,DELAYED,2025-02-22 09:15:00,2025-02-22 15:24:36,500.6,m,369.6,458.9,
T00453,M0031,OP0026,ST002,Material Stockpiling,COMPLETED,2025-03-30 07:19:00,2025-03-30 12:28:36,1389.2,tons,309.6,547.8,0.565
T00454,M0006,OP0030,ST010,Trenching,CANCELLED,2025-01-17 06:04:00,2025-01-17 06:50:42,81.0,m,46.7,,
T00455,M0036,OP0055,ST006,Road Preparation,COMPLETED,2025-04-13 14:55:00,2025-04-13 20:49:42,4768.5,m2,354.7,438.2,0.809
T00456,M0031,OP0049,ST002,Demolition,CANCELLED,2025-08-03 14:10:00,2025-08-04 05:57:18,1146.0,m3,947.3,,
T00457,M0020,OP0048,ST015,Trenching,COMPLETED,2025-02-11 15:25:00,2025-02-11 16:20:00,96.8,m,55.0,65.1,0.845
T00458,M0032,OP0049,ST008,Demolition,SCHEDULED,2025-07-02 15:54:00,2025-07-02 23:24:30,1103.0,m3,450.5,,
T00459,M0017,OP0039,ST015,Trenching,DELAYED,2025-02-18 08:23:00,2025-02-18 09:25:42,46.2,m,62.7,55.8,
T00460,M0040,OP0020,ST002,Material Stockpiling,COMPLETED,2025-09-19 09:05:00,2025-09-19 11:17:24,481.0,tons,132.4,240.1,0.551
T00461,M0021,OP0035,ST014,Earth Excavation,COMPLETED,2025-01-02 08:18:00,2025-01-02 09:54:24,169.6,m3,96.4,100.2,0.962
T00462,M0014,OP0025,ST013,Hauling,SCHEDULED,2025-01-28 10:04:00,2025-01-28 18:12:48,1403.5,tons,488.8,,
T00463,M0021,OP0027,ST014,Road Preparation,CANCELLED,2025-07-01 15:03:00,2025-07-01 21:27:12,3984.4,m2,384.2,,
T00464,M0027,OP0008,ST015,Material Loading,COMPLETED,2025-03-06 12:43:00,2025-03-06 19:22:18,1331.1,tons,399.3,802.2,0.498
T00465,M0018,OP0005,ST014,Demolition,COMPLETED,2025-09-05 13:08:00,2025-09-05 18:43:36,638.9,m3,335.6,357.0,0.94
T00466,M0038,OP0039,ST004,Demolition,COMPLETED,2025-09-18 14:57:00,2025-09-18 18:00:24,465.2,m3,183.4,221.8,0.827
T00467,M0013,OP0007,ST007,Trenching,COMPLETED,2025-01-10 13:45:00,2025-01-10 17:44:00,296.0,m,239.0,232.5,1.028
T00468,M0037,OP0019,ST005,Soil Compaction,COMPLETED,2025-08-27 14:44:00,2025-08-27 16:11:12,1867.1,m2,87.2,203.1,0.429
T00469,M0031,OP0036,ST002,Material Loading,COMPLETED,2025-04-10 13:33:00,2025-04-10 17:34:00,1040.3,tons,241.0,325.2,0.741
T00470,M0038,OP0050,ST004,Material Loading,COMPLETED,2025-02-01 10:14:00,2025-02-01 15:10:54,701.0,tons,296.9,436.3,0.68
T00471,M0018,OP0049,ST014,Earth Excavation,DELAYED,2025-07-03 10:23:00,2025-07-03 11:32:24,219.5,m3,69.4,78.9,
T00472,M0033,OP0010,ST001,Grading,COMPLETED,2025-08-28 07:27:00,2025-08-28 10:39:24,3987.2,m2,192.4,336.1,0.572
T00473,M0036,OP0007,ST006,Material Loading,SCHEDULED,2025-03-02 09:12:00,2025-03-02 23:02:42,1261.9,tons,830.7,,
T00474,M0001,OP0050,ST007,Demolition,DELAYED,2025-09-24 13:56:00,2025-09-24 16:43:18,500.2,m3,167.3,277.3,
T00475,M0014,OP0032,ST013,Soil Compaction,CANCELLED,2025-07-24 12:24:00,2025-07-24 12:40:12,324.5,m2,16.2,,
T00476,M0008,OP0012,ST008,Demolition,CANCELLED,2025-06-12 09:33:00,2025-06-12 12:07:54,375.9,m3,154.9,,
T00477,M0024,OP0028,ST004,Soil Compaction,COMPLETED,2025-03-28 13:37:00,2025-03-28 14:36:48,907.3,m2,59.8,72.8,0.821
T00478,M0020,OP0021,ST015,Trenching,SCHEDULED,2025-03-09 12:03:00,2025-03-09 12:45:30,73.2,m,42.5,,
T00479,M0027,OP0044,ST015,Trenching,DELAYED,2025-02-27 06:55:00,2025-02-27 10:54:12,392.7,m,239.2,288.0,
T00480,M0042,OP0002,ST011,Material Stockpiling,IN_PROGRESS,2025-08-09 06:07:00,2025-08-09 12:43:36,2188.4,tons,396.6,585.8,
T00481,M0015,OP0024,ST001,Hauling,DELAYED,2025-03-17 06:56:00,2025-03-18 03:53:12,2425.3,tons,1257.2,1538.0,
T00482,M0021,OP0013,ST014,Grading,CANCELLED,2025-05-08 13:58:00,2025-05-08 17:25:36,4425.0,m2,207.6,,
T00483,M0034,OP0002,ST014,Material Loading,COMPLETED,2025-07-14 08:29:00,2025-07-14 15:36:36,2115.7,tons,427.6,578.9,0.739
T00484,M0034,OP0006,ST014,Material Loading,IN_PROGRESS,2025-09-02 14:21:00,2025-09-02 22:29:24,2433.3,tons,488.4,350.6,
T00485,M0016,OP0045,ST006,Road Preparation,CANCELLED,2025-09-18 06:30:00,2025-09-18 07:22:06,580.9,m2,52.1,,
T00486,M0028,OP0013,ST012,Earth Excavation,SCHEDULED,2025-01-02 08:30:00,2025-01-02 09:39:30,239.2,m3,69.5,,
T00487,M0022,OP0048,ST002,Hauling,COMPLETED,2025-06-29 11:14:00,2025-06-29 15:47:54,820.4,tons,273.9,340.7,0.804
T00488,M0021,OP0042,ST014,Grading,COMPLETED,2025-08-22 09:00:00,2025-08-22 09:49:36,1019.6,m2,49.6,72.6,0.683
T00489,M0029,OP0052,ST010,Demolition,SCHEDULED,2025-04-07 11:41:00,2025-04-07 14:29:48,329.8,m3,168.8,,
T00490,M0010,OP0033,ST012,Hauling,COMPLETED,2025-01-12 15:04:00,2025-01-13 02:08:18,2291.3,tons,664.3,1127.9,0.589
T00491,M0003,OP0022,ST013,Road Preparation,CANCELLED,2025-09-04 15:36:00,2025-09-04 16:26:54,693.2,m2,50.9,,
T00492,M0012,OP0028,ST002,Earth Excavation,COMPLETED,2025-05-01 15:22:00,2025-05-01 16:31:36,114.3,m3,69.6,108.1,0.644
T00493,M0031,OP0021,ST002,Demolition,DELAYED,2025-06-12 10:53:00,2025-06-12 15:53:54,433.3,m3,300.9,375.5,
T00494,M0022,OP0035,ST002,Earth Excavation,COMPLETED,2025-08-21 08:45:00,2025-08-21 12:35:54,443.9,m3,230.9,217.8,1.06
T00495,M0021,OP0052,ST014,Earth Excavation,COMPLETED,2025-01-07 11:18:00,2025-01-07 15:49:54,438.3,m3,271.9,265.9,1.023
T00496,M0042,OP0048,ST011,Material Stockpiling,IN_PROGRESS,2025-01-19 11:10:00,2025-01-19 17:23:42,1829.1,tons,373.7,183.2,
T00497,M0031,OP0014,ST002,Material Stockpiling,SCHEDULED,2025-05-25 15:13:00,2025-05-25 21:38:18,2148.7,tons,385.3,,
T00498,M0023,OP0034,ST009,Material Stockpiling,COMPLETED,2025-09-27 11:24:00,2025-09-27 16:12:00,1331.5,tons,288.0,554.7,0.519
T00499,M0007,OP0014,ST012,Road Preparation,COMPLETED,2025-08-15 15:13:00,2025-08-15 16:36:12,1336.0,m2,83.2,81.9,1.016
T00500,M0034,OP0021,ST014,Road Preparation,DELAYED,2025-07-28 11:13:00,2025-07-28 13:48:30,1035.9,m2,155.5,210.8,
T00501,M0029,OP0051,ST010,Road Preparation,COMPLETED,2025-03-18 10:01:00,2025-03-18 10:32:18,497.8,m2,31.3,56.3,0.556
T00502,M0002,OP0031,ST007,Material Stockpiling,COMPLETED,2025-08-13 13:13:00,2025-08-13 18:01:18,1396.0,tons,288.3,367.5,0.784
T00503,M0040,OP0026,ST002,Material Loading,CANCELLED,2025-05-25 10:39:00,2025-05-25 18:43:00,2006.0,tons,484.0,,
T00504,M0028,OP0050,ST012,Trenching,IN_PROGRESS,2025-07-22 14:42:00,2025-07-22 15:24:24,83.3,m,42.4,35.4,
T00505,M0006,OP0053,ST010,Trenching,COMPLETED,2025-08-28 14:06:00,2025-08-28 17:00:24,310.9,m,174.4,205.8,0.847
T00506,M0031,OP0037,ST002,Material Loading,CANCELLED,2025-09-09 13:17:00,2025-09-09 21:18:12,2060.5,tons,481.2,,
T00507,M0011,OP0020,ST003,Grading,COMPLETED,2025-09-29 10:21:00,2025-09-29 14:34:06,2389.6,m2,253.1,244.8,1.034
T00508,M0030,OP0023,ST009,Material Loading,SCHEDULED,2025-09-03 07:52:00,2025-09-03 19:59:12,2337.5,tons,727.2,,
T00509,M0030,OP0041,ST009,Earth Excavation,COMPLETED,2025-04-14 08:29:00,2025-04-14 15:36:18,1085.8,m3,427.3,457.5,0.934
T00510,M0038,OP0020,ST004,Material Stockpiling,IN_PROGRESS,2025-05-16 09:59:00,2025-05-16 13:53:24,819.2,tons,234.4,213.7,
T00511,M0022,OP0050,ST002,Material Stockpiling,COMPLETED,2025-06-29 15:54:00,2025-06-30 01:05:18,1721.3,tons,551.3,585.6,0.941
T00512,M0002,OP0046,ST007,Material Loading,COMPLETED,2025-06-21 12:55:00,2025-06-21 13:48:36,174.2,tons,53.6,57.4,0.934
T00513,M0038,OP0027,ST004,Demolition,DELAYED,2025-05-30 14:22:00,2025-05-30 20:44:12,724.4,m3,382.2,423.1,
T00514,M0039,OP0022,ST003,Material Loading,IN_PROGRESS,2025-01-22 08:31:00,2025-01-22 17:17:36,2204.8,tons,526.6,249.7,
T00515,M0031,OP0029,ST002,Material Loading,CANCELLED,2025-05-24 14:42:00,2025-05-25 00:16:00,1895.8,tons,574.0,,
T00516,M0038,OP0036,ST004,Road Preparation,SCHEDULED,2025-01-05 13:56:00,2025-01-05 16:13:42,1988.5,m2,137.7,,
T00517,M0041,OP0029,ST008,Trenching,COMPLETED,2025-09-28 06:25:00,2025-09-28 11:00:42,375.6,m,275.7,400.8,0.688
T00518,M0014,OP0023,ST013,Road Preparation,DELAYED,2025-01-01 06:03:00,2025-01-01 17:32:24,3805.5,m2,689.4,1088.6,
T00519,M0027,OP0006,ST015,Trenching,COMPLETED,2025-05-13 07:28:00,2025-05-13 10:49:12,409.4,m,201.2,218.8,0.92
T00520,M0038,OP0049,ST004,Material Stockpiling,IN_PROGRESS,2025-04-11 14:11:00,2025-04-11 17:50:30,957.3,tons,219.5,308.1,
T00521,M0027,OP0003,ST015,Road Preparation,COMPLETED,2025-05-25 13:36:00,2025-05-25 17:24:48,1513.0,m2,228.8,420.0,0.545
T00522,M0008,OP0030,ST008,Earth Excavation,COMPLETED,2025-01-02 09:16:00,2025-01-02 12:55:06,785.5,m3,219.1,239.1,0.916
T00523,M0015,OP0041,ST001,Trenching,COMPLETED,2025-03-10 07:37:00,2025-03-10 11:01:36,252.5,m,204.6,273.8,0.747
T00524,M0035,OP0004,ST013,Grading,DELAYED,2025-07-08 12:48:00,2025-07-08 16:48:54,5913.6,m2,240.9,224.3,
T00525,M0032,OP0052,ST008,Material Stockpiling,SCHEDULED,2025-03-30 14:29:00,2025-03-31 00:32:24,2233.4,tons,603.4,,
T00526,M0017,OP0016,ST015,Road Preparation,COMPLETED,2025-03-10 11:48:00,2025-03-10 15:00:12,1991.6,m2,192.2,749.6,0.256
T00527,M0018,OP0029,ST014,Material Loading,IN_PROGRESS,2025-02-09 10:27:00,2025-02-09 18:46:24,1581.2,tons,499.4,522.6,
T00528,M0041,OP0050,ST008,Trenching,COMPLETED,2025-05-12 07:51:00,2025-05-12 11:41:42,458.6,m,230.7,254.1,0.908
T00529,M0026,OP0001,ST015,Grading,COMPLETED,2025-05-08 13:35:00,2025-05-08 15:05:12,2291.9,m2,90.2,93.2,0.968
T00530,M0028,OP0030,ST012,Earth Excavation,SCHEDULED,2025-04-29 12:48:00,2025-04-29 14:15:06,292.2,m3,87.1,,
T00531,M0025,OP0021,ST011,Material Stockpiling,COMPLETED,2025-04-07 12:42:00,2025-04-07 17:51:36,1441.2,tons,309.6,440.8,0.702
T00532,M0017,OP0042,ST015,Road Preparation,DELAYED,2025-03-30 06:52:00,2025-03-30 13:33:06,5179.2,m2,401.1,416.6,
T00533,M0036,OP0045,ST006,Trenching,COMPLETED,2025-08-21 10:03:00,2025-08-21 12:59:24,151.4,m,176.4,244.5,0.721
T00534,M0041,OP0007,ST008,Hauling,COMPLETED,2025-03-09 12:07:00,2025-03-10 16:28:00,1870.1,tons,1701.0,3185.0,0.534
T00535,M0029,OP0051,ST010,Material Stockpiling,COMPLETED,2025-08-03 15:46:00,2025-08-03 18:53:30,1066.7,tons,187.5,303.8,0.617
T00536,M0011,OP0048,ST003,Trenching,COMPLETED,2025-08-16 08:43:00,2025-08-16 13:33:12,503.3,m,290.2,270.9,1.071
T00537,M0016,OP0042,ST006,Road Preparation,SCHEDULED,2025-05-22 08:40:00,2025-05-22 11:08:12,1943.3,m2,148.2,,
T00538,M0029,OP0030,ST010,Material Stockpiling,COMPLETED,2025-09-08 12:06:00,2025-09-08 17:42:00,1645.7,tons,336.0,716.5,0.469
T00539,M0012,OP0018,ST002,Hauling,COMPLETED,2025-04-28 11:08:00,2025-04-28 13:48:42,482.0,tons,160.7,282.8,0.568
T00540,M0005,OP0029,ST003,Material Loading,COMPLETED,2025-03-03 06:36:00,2025-03-03 15:20:54,1043.2,tons,524.9,1942.7,0.27
T00541,M0010,OP0017,ST012,Earth Excavation,CANCELLED,2025-01-11 09:57:00,2025-01-11 16:50:36,702.8,m3,413.6,,
T00542,M0035,OP0016,ST013,Grading,CANCELLED,2025-01-03 13:10:00,2025-01-03 16:33:42,3402.9,m2,203.7,,
T00543,M0039,OP0027,ST003,Earth Excavation,DELAYED,2025-06-24 07:27:00,2025-06-24 08:28:00,162.9,m3,61.0,66.4,
T00544,M0037,OP0004,ST005,Road Preparation,COMPLETED,2025-07-01 08:10:00,2025-07-01 13:23:54,5166.6,m2,313.9,446.5,0.703
T00545,M0015,OP0028,ST001,Trenching,COMPLETED,2025-05-20 11:58:00,2025-05-20 14:41:54,281.6,m,163.9,234.1,0.7
T00546,M0014,OP0001,ST013,Soil Compaction,DELAYED,2025-05-12 13:15:00,2025-05-12 17:29:36,4757.0,m2,254.6,242.3,
T00547,M0027,OP0035,ST015,Road Preparation,COMPLETED,2025-09-20 15:32:00,2025-09-20 19:17:30,1614.4,m2,225.5,241.1,0.935
T00548,M0021,OP0006,ST014,Material Loading,COMPLETED,2025-04-24 11:02:00,2025-04-24 19:14:24,1230.9,tons,492.4,545.0,0.903
T00549,M0029,OP0017,ST010,Demolition,DELAYED,2025-05-15 12:12:00,2025-05-15 16:32:42,650.0,m3,260.7,339.0,
T00550,M0013,OP0028,ST007,Trenching,COMPLETED,2025-02-02 12:42:00,2025-02-02 17:10:18,463.4,m,268.3,415.0,0.647
T00551,M0020,OP0055,ST015,Trenching,COMPLETED,2025-06-28 15:04:00,2025-06-28 20:07:00,495.0,m,303.0,346.1,0.875
T00552,M0016,OP0039,ST006,Road Preparation,COMPLETED,2025-07-11 13:42:00,2025-07-11 17:56:00,3622.8,m2,254.0,303.2,0.838
T00553,M0038,OP0022,ST004,Demolition,COMPLETED,2025-09-13 14:07:00,2025-09-13 20:07:24,904.5,m3,360.4,525.6,0.686
T00554,M0008,OP0004,ST008,Demolition,SCHEDULED,2025-06-02 09:16:00,2025-06-02 13:59:30,816.1,m3,283.5,,
T00555,M0039,OP0029,ST003,Demolition,COMPLETED,2025-08-17 09:51:00,2025-08-17 19:04:12,1092.6,m3,553.2,1572.1,0.352
T00556,M0017,OP0055,ST015,Grading,COMPLETED,2025-09-16 10:47:00,2025-09-16 15:08:00,5455.9,m2,261.0,470.9,0.554
T00557,M0022,OP0006,ST002,Soil Compaction,SCHEDULED,2025-06-19 06:29:00,2025-06-19 09:43:42,3317.5,m2,194.7,,
T00558,M0040,OP0028,ST002,Material Stockpiling,COMPLETED,2025-07-08 08:11:00,2025-07-08 11:23:54,934.3,tons,192.9,258.6,0.746
T00559,M0006,OP0054,ST010,Trenching,COMPLETED,2025-03-09 07:08:00,2025-03-09 10:34:18,355.0,m,206.3,214.6,0.961
T00560,M0041,OP0050,ST008,Trenching,COMPLETED,2025-04-10 12:22:00,2025-04-10 15:47:00,421.6,m,205.0,229.4,0.894
T00561,M0019,OP0032,ST002,Trenching,CANCELLED,2025-02-12 10:52:00,2025-02-12 13:18:00,286.5,m,146.0,,
T00562,M0029,OP0012,ST010,Road Preparation,COMPLETED,2025-07-11 13:39:00,2025-07-11 18:20:00,3680.8,m2,281.0,318.7,0.882
T00563,M0004,OP0011,ST007,Road Preparation,DELAYED,2025-08-01 10:13:00,2025-08-01 12:20:42,1297.7,m2,127.7,127.3,
T00564,M0022,OP0005,ST002,Hauling,COMPLETED,2025-02-03 08:23:00,2025-02-03 16:31:42,1112.7,tons,488.7,555.6,0.88
