date,operator_id,machine_id,task_id,priority,scheduled_start,scheduled_end,task_type,location_zone,target_quantity,status
2025-04-06,OP0026,M0016,DT00069,LOW,2025-04-06 13:00:00,2025-04-06 14:03:00,Road Preparation,ZONE-B,1865.4,SCHEDULED
2025-04-06,OP0017,M0025,T00764,MEDIUM,2025-04-06 14:32:00,2025-04-06 23:41:12,Road Preparation,ZONE-D,4740.5,IN_PROGRESS
2025-04-07,OP0036,M0036,T00136,MEDIUM,2025-04-07 11:11:00,2025-04-07 16:39:24,Road Preparation,ZONE-B,4750.0,COMPLETED
2025-04-07,OP0021,M0025,T00531,LOW,2025-04-07 12:42:00,2025-04-07 17:51:36,Material Stockpiling,ZONE-B,1441.2,COMPLETED
2025-04-07,OP0052,M0029,T00489,LOW,2025-04-07 11:41:00,2025-04-07 14:29:48,Demolition,ZONE-A,329.8,SCHEDULED
2025-04-07,OP0015,M0025,T00116,LOW,2025-04-07 10:20:00,2025-04-07 20:40:12,Material Stockpiling,ZONE-D,2221.3,CANCELLED
2025-04-07,OP0054,M0005,DT00140,MEDIUM,2025-04-07 06:00:00,2025-04-07 09:03:00,Grading,ZONE-B,111.7,CANCELLED
2025-04-07,OP0035,M0038,T00775,LOW,2025-04-07 14:34:00,2025-04-07 16:57:36,Material Stockpiling,ZONE-B,816.6,COMPLETED
2025-04-07,OP0010,M0024,T00184,MEDIUM,2025-04-07 09:42:00,2025-04-07 11:46:24,Soil Compaction,ZONE-A,1600.3,COMPLETED
2025-04-08,OP0015,M0018,DT00039,HIGH,2025-04-08 15:00:00,2025-04-08 19:58:00,Road Preparation,ZONE-D,1794.5,COMPLETED
2025-04-08,OP0030,M0023,T00025,MEDIUM,2025-04-08 13:35:00,2025-04-08 21:13:54,Material Stockpiling,ZONE-B,2167.9,COMPLETED
2025-04-08,OP0041,M0025,DT00018,URGENT,2025-04-08 13:00:00,2025-04-08 17:41:00,Material Loading,ZONE-D,237.1,SCHEDULED
2025-04-08,OP0012,M0025,T00069,HIGH,2025-04-08 08:26:00,2025-04-08 22:31:18,Earth Excavation,ZONE-D,1385.4,CANCELLED
2025-04-09,OP0019,M0029,T00643,LOW,2025-04-09 10:57:00,2025-04-09 19:04:06,Material Stockpiling,ZONE-A,1789.1,DELAYED
2025-04-09,OP0024,M0025,T00131,MEDIUM,2025-04-09 10:04:00,2025-04-09 12:10:06,Material Loading,ZONE-A,602.9,COMPLETED
2025-04-09,OP0001,M0005,T00078,HIGH,2025-04-09 12:37:00,2025-04-09 16:05:12,Hauling,ZONE-B,699.2,COMPLETED
2025-04-10,OP0036,M0031,T00469,HIGH,2025-04-10 13:33:00,2025-04-10 17:34:00,Material Loading,ZONE-B,1040.3,COMPLETED
2025-04-10,OP0019,M0004,T00402,HIGH,2025-04-10 06:32:00,2025-04-10 09:40:06,Grading,ZONE-A,2967.8,SCHEDULED
2025-04-10,OP0033,M0037,DT00021,MEDIUM,2025-04-10 07:00:00,2025-04-10 09:17:00,Trenching,ZONE-A,903.7,COMPLETED
2025-04-10,OP0050,M0041,T00560,HIGH,2025-04-10 12:22:00,2025-04-10 15:47:00,Trenching,ZONE-B,421.6,COMPLETED
2025-04-11,OP0041,M0032,T00053,MEDIUM,2025-04-11 09:43:00,2025-04-11 15:30:36,Grading,ZONE-D,2421.5,COMPLETED
2025-04-11,OP0049,M0038,T00520,LOW,2025-04-11 14:11:00,2025-04-11 17:50:30,Material Stockpiling,ZONE-D,957.3,IN_PROGRESS
2025-04-12,OP0030,M0015,T00270,LOW,2025-04-12 15:35:00,2025-04-12 21:19:30,Soil Compaction,ZONE-D,5110.4,CANCELLED
2025-04-12,OP0006,M0035,DT00026,MEDIUM,2025-04-12 11:00:00,2025-04-12 14:02:00,Trenching,ZONE-C,118.1,IN_PROGRESS
2025-04-12,OP0049,M0022,T00332,MEDIUM,2025-04-12 15:45:00,2025-04-12 23:35:54,Hauling,ZONE-D,1273.8,COMPLETED
2025-04-12,OP0018,M0028,DT00034,MEDIUM,2025-04-12 07:00:00,2025-04-12 10:29:00,Material Loading,ZONE-C,143.2,DELAYED
2025-04-12,OP0046,M0004,DT00116,LOW,2025-04-12 06:00:00,2025-04-12 08:20:00,Soil Compaction,ZONE-A,1922.7,COMPLETED
2025-04-12,OP0034,M0020,T00677,MEDIUM,2025-04-12 11:56:00,2025-04-12 13:34:24,Trenching,ZONE-D,166.4,COMPLETED
2025-04-12,OP0019,M0016,T00668,HIGH,2025-04-12 12:32:00,2025-04-12 14:57:54,Soil Compaction,ZONE-A,3111.5,COMPLETED
2025-04-13,OP0034,M0011,T00111,MEDIUM,2025-04-13 13:52:00,2025-04-13 19:15:18,Trenching,ZONE-D,546.7,COMPLETED
2025-04-13,OP0031,M0008,DT00121,HIGH,2025-04-13 14:00:00,2025-04-13 15:13:00,Grading,ZONE-C,1466.7,DELAYED
2025-04-13,OP0051,M0001,T00416,MEDIUM,2025-04-13 13:24:00,2025-04-13 18:54:24,Material Loading,ZONE-D,1639.3,COMPLETED
2025-04-13,OP0042,M0002,DT00075,HIGH,2025-04-13 06:00:00,2025-04-13 11:15:00,Trenching,ZONE-A,949.6,SCHEDULED
2025-04-13,OP0055,M0036,T00455,LOW,2025-04-13 14:55:00,2025-04-13 20:49:42,Road Preparation,ZONE-B,4768.5,COMPLETED
2025-04-13,OP0029,M0032,T00659,HIGH,2025-04-13 13:19:00,2025-04-13 19:48:24,Demolition,ZONE-B,746.7,IN_PROGRESS
2025-04-14,OP0014,M0042,T00029,HIGH,2025-04-14 11:17:00,2025-04-14 16:28:54,Material Stockpiling,ZONE-A,1678.0,DELAYED
2025-04-14,OP0010,M0001,T00656,HIGH,2025-04-14 10:24:00,2025-04-14 15:25:18,Trenching,ZONE-A,528.3,COMPLETED
2025-04-14,OP0026,M0024,T00379,LOW,2025-04-14 14:28:00,2025-04-14 18:43:18,Material Stockpiling,ZONE-A,1183.3,COMPLETED
2025-04-14,OP0041,M0030,T00509,HIGH,2025-04-14 08:29:00,2025-04-14 15:36:18,Earth Excavation,ZONE-C,1085.8,COMPLETED
2025-04-15,OP0038,M0032,DT00047,MEDIUM,2025-04-15 08:00:00,2025-04-15 12:29:00,Trenching,ZONE-C,1093.1,COMPLETED
2025-04-15,OP0020,M0033,T00159,MEDIUM,2025-04-15 15:52:00,2025-04-16 00:44:06,Road Preparation,ZONE-A,5626.6,COMPLETED
2025-04-15,OP0028,M0028,T00368,HIGH,2025-04-15 06:05:00,2025-04-15 18:54:54,Material Stockpiling,ZONE-D,1931.5,COMPLETED
2025-04-15,OP0040,M0039,T00336,HIGH,2025-04-15 08:01:00,2025-04-15 12:56:54,Earth Excavation,ZONE-A,998.6,COMPLETED
2025-04-15,OP0045,M0019,DT00067,MEDIUM,2025-04-15 14:00:00,2025-04-15 19:53:00,Soil Compaction,ZONE-D,1430.1,COMPLETED
2025-04-15,OP0031,M0005,T00632,MEDIUM,2025-04-15 11:51:00,2025-04-16 02:10:24,Demolition,ZONE-B,992.4,IN_PROGRESS
2025-04-16,OP0004,M0016,T00403,LOW,2025-04-16 14:55:00,2025-04-16 17:01:06,Road Preparation,ZONE-A,1981.8,DELAYED
2025-04-16,OP0050,M0031,DT00137,MEDIUM,2025-04-16 12:00:00,2025-04-16 13:07:00,Material Loading,ZONE-C,723.7,SCHEDULED
2025-04-16,OP0040,M0018,T00607,MEDIUM,2025-04-16 13:34:00,2025-04-16 18:07:12,Trenching,ZONE-D,468.5,COMPLETED
2025-04-17,OP0030,M0036,T00273,MEDIUM,2025-04-17 15:59:00,2025-04-17 21:18:30,Demolition,ZONE-A,812.7,CANCELLED
2025-04-18,OP0031,M0029,T00735,LOW,2025-04-18 08:14:00,2025-04-18 14:13:18,Material Stockpiling,ZONE-A,1725.6,COMPLETED
2025-04-18,OP0004,M0035,T00185,LOW,2025-04-18 15:47:00,2025-04-18 23:16:54,Trenching,ZONE-B,515.0,COMPLETED
2025-04-18,OP0007,M0002,T00171,LOW,2025-04-18 07:58:00,2025-04-18 10:29:12,Material Stockpiling,ZONE-A,536.4,SCHEDULED
2025-04-18,OP0008,M0038,DT00183,LOW,2025-04-18 12:00:00,2025-04-18 13:05:00,Earth Excavation,ZONE-A,1994.5,COMPLETED
2025-04-18,OP0043,M0041,T00711,MEDIUM,2025-04-18 06:36:00,2025-04-18 07:02:54,Trenching,ZONE-D,55.0,IN_PROGRESS
2025-04-19,OP0001,M0009,T00652,HIGH,2025-04-19 10:20:00,2025-04-19 11:16:12,Trenching,ZONE-D,110.0,COMPLETED
2025-04-19,OP0046,M0032,T00328,MEDIUM,2025-04-19 09:02:00,2025-04-19 12:01:30,Trenching,ZONE-D,151.4,COMPLETED
2025-04-19,OP0031,M0041,T00727,LOW,2025-04-19 14:23:00,2025-04-19 20:26:00,Road Preparation,ZONE-B,2339.1,COMPLETED
2025-04-20,OP0027,M0006,DT00011,LOW,2025-04-20 15:00:00,2025-04-20 16:27:00,Material Loading,ZONE-D,1668.6,DELAYED
2025-04-20,OP0014,M0011,T00163,MEDIUM,2025-04-20 06:25:00,2025-04-20 08:01:00,Demolition,ZONE-D,130.3,DELAYED
2025-04-20,OP0005,M0004,DT00007,MEDIUM,2025-04-20 15:00:00,2025-04-20 16:16:00,Trenching,ZONE-A,1413.1,DELAYED
2025-04-20,OP0037,M0027,T00287,MEDIUM,2025-04-20 07:37:00,2025-04-20 08:59:48,Trenching,ZONE-D,147.9,DELAYED
2025-04-20,OP0024,M0017,T00586,URGENT,2025-04-20 12:59:00,2025-04-20 15:18:18,Grading,ZONE-A,3463.2,CANCELLED
2025-04-20,OP0045,M0004,T00424,MEDIUM,2025-04-20 06:45:00,2025-04-20 20:10:36,Trenching,ZONE-B,491.4,COMPLETED
2025-04-20,OP0010,M0025,T00828,MEDIUM,2025-04-20 12:35:00,2025-04-20 21:47:00,Grading,ZONE-D,5756.5,COMPLETED
2025-04-20,OP0039,M0005,DT00065,URGENT,2025-04-20 11:00:00,2025-04-20 12:44:00,Earth Excavation,ZONE-B,1342.1,COMPLETED
2025-04-20,OP0043,M0001,T00302,HIGH,2025-04-20 12:49:00,2025-04-20 21:50:30,Material Stockpiling,ZONE-C,1750.8,SCHEDULED
2025-04-21,OP0010,M0037,T00284,LOW,2025-04-21 06:42:00,2025-04-21 10:58:42,Trenching,ZONE-B,282.6,SCHEDULED
2025-04-21,OP0028,M0039,T00272,MEDIUM,2025-04-21 13:20:00,2025-04-21 19:49:42,Earth Excavation,ZONE-B,1310.2,DELAYED
2025-04-21,OP0019,M0014,DT00108,HIGH,2025-04-21 12:00:00,2025-04-21 17:37:00,Grading,ZONE-B,619.3,IN_PROGRESS
2025-04-21,OP0027,M0033,T00304,LOW,2025-04-21 14:41:00,2025-04-21 18:26:30,Grading,ZONE-C,3557.7,COMPLETED
2025-04-22,OP0011,M0036,T00197,MEDIUM,2025-04-22 06:38:00,2025-04-22 15:20:00,Road Preparation,ZONE-B,5602.4,COMPLETED
2025-04-22,OP0043,M0023,T00617,MEDIUM,2025-04-22 11:26:00,2025-04-22 15:17:18,Material Stockpiling,ZONE-C,1314.7,COMPLETED
2025-04-23,OP0021,M0024,DT00124,LOW,2025-04-23 10:00:00,2025-04-23 13:53:00,Grading,ZONE-A,811.5,CANCELLED
2025-04-24,OP0020,M0026,T00299,MEDIUM,2025-04-24 08:56:00,2025-04-24 15:18:06,Road Preparation,ZONE-C,4049.8,COMPLETED
2025-04-24,OP0054,M0005,DT00170,HIGH,2025-04-24 06:00:00,2025-04-24 11:29:00,Demolition,ZONE-D,665.3,SCHEDULED
2025-04-24,OP0017,M0017,DT00199,HIGH,2025-04-24 09:00:00,2025-04-24 10:04:00,Hauling,ZONE-C,670.6,COMPLETED
2025-04-24,OP0038,M0035,T00021,LOW,2025-04-24 09:48:00,2025-04-24 11:37:00,Grading,ZONE-C,2250.3,COMPLETED
2025-04-24,OP0006,M0021,T00548,MEDIUM,2025-04-24 11:02:00,2025-04-24 19:14:24,Material Loading,ZONE-D,1230.9,COMPLETED
2025-04-25,OP0038,M0033,DT00004,MEDIUM,2025-04-25 06:00:00,2025-04-25 07:43:00,Material Stockpiling,ZONE-D,244.8,DELAYED
2025-04-25,OP0002,M0012,DT00080,LOW,2025-04-25 15:00:00,2025-04-25 19:19:00,Soil Compaction,ZONE-C,861.0,IN_PROGRESS
2025-04-25,OP0002,M0008,T00191,HIGH,2025-04-25 13:42:00,2025-04-25 14:12:30,Earth Excavation,ZONE-D,125.0,CANCELLED
2025-04-25,OP0022,M0038,DT00184,MEDIUM,2025-04-25 14:00:00,2025-04-25 15:02:00,Material Loading,ZONE-C,1782.0,COMPLETED
2025-04-26,OP0029,M0006,T00396,URGENT,2025-04-26 08:48:00,2025-04-26 12:13:54,Trenching,ZONE-A,273.4,DELAYED
2025-04-26,OP0050,M0013,T00313,MEDIUM,2025-04-26 13:19:00,2025-04-26 16:24:36,Trenching,ZONE-B,385.2,COMPLETED
2025-04-26,OP0032,M0010,DT00144,HIGH,2025-04-26 10:00:00,2025-04-26 11:00:00,Earth Excavation,ZONE-B,866.3,COMPLETED
2025-04-27,OP0046,M0011,T00297,MEDIUM,2025-04-27 11:46:00,2025-04-28 02:25:36,Road Preparation,ZONE-C,5574.6,DELAYED
2025-04-27,OP0048,M0036,T00141,LOW,2025-04-27 13:38:00,2025-04-27 14:44:24,Earth Excavation,ZONE-B,143.2,IN_PROGRESS
2025-04-27,OP0041,M0021,T00358,URGENT,2025-04-27 07:58:00,2025-04-27 13:53:42,Grading,ZONE-D,5729.4,COMPLETED
2025-04-27,OP0023,M0023,T00319,URGENT,2025-04-27 06:35:00,2025-04-27 18:36:54,Material Loading,ZONE-D,2315.6,COMPLETED
2025-04-27,OP0046,M0033,T00644,MEDIUM,2025-04-27 08:49:00,2025-04-27 16:17:30,Earth Excavation,ZONE-D,662.9,DELAYED
2025-04-27,OP0011,M0008,T00044,MEDIUM,2025-04-27 12:42:00,2025-04-27 14:47:00,Grading,ZONE-B,1258.2,COMPLETED
2025-04-28,OP0049,M0033,T00160,HIGH,2025-04-28 15:30:00,2025-04-28 18:19:18,Road Preparation,ZONE-B,2207.1,CANCELLED
2025-04-28,OP0018,M0012,T00539,MEDIUM,2025-04-28 11:08:00,2025-04-28 13:48:42,Hauling,ZONE-C,482.0,COMPLETED
2025-04-28,OP0003,M0015,T00036,URGENT,2025-04-28 14:31:00,2025-04-28 15:29:18,Trenching,ZONE-C,99.8,COMPLETED
2025-04-29,OP0016,M0020,DT00100,HIGH,2025-04-29 09:00:00,2025-04-29 11:45:00,Material Loading,ZONE-B,1494.7,SCHEDULED
2025-04-29,OP0013,M0028,T00331,HIGH,2025-04-29 10:36:00,2025-04-29 14:34:06,Material Stockpiling,ZONE-D,644.9,SCHEDULED
2025-04-29,OP0030,M0028,T00530,MEDIUM,2025-04-29 12:48:00,2025-04-29 14:15:06,Earth Excavation,ZONE-B,292.2,SCHEDULED
2025-04-29,OP0031,M0004,T00327,MEDIUM,2025-04-29 06:03:00,2025-04-29 11:07:42,Road Preparation,ZONE-A,4203.6,IN_PROGRESS
2025-04-29,OP0053,M0002,T00734,HIGH,2025-04-29 10:48:00,2025-04-29 19:18:06,Material Stockpiling,ZONE-D,2419.0,IN_PROGRESS
2025-04-29,OP0025,M0026,T00269,HIGH,2025-04-29 15:08:00,2025-04-29 21:21:30,Road Preparation,ZONE-B,5266.5,COMPLETED
2025-04-29,OP0049,M0024,T00251,MEDIUM,2025-04-29 07:36:00,2025-04-29 17:02:30,Material Loading,ZONE-A,2252.4,COMPLETED
2025-04-29,OP0033,M0003,DT00063,LOW,2025-04-29 06:00:00,2025-04-29 10:08:00,Soil Compaction,ZONE-D,1540.4,COMPLETED
2025-04-30,OP0012,M0010,T00412,MEDIUM,2025-04-30 07:19:00,2025-04-30 08:11:30,Hauling,ZONE-A,154.1,DELAYED
2025-05-01,OP0009,M0012,DT00033,HIGH,2025-05-01 07:00:00,2025-05-01 10:42:00,Earth Excavation,ZONE-C,1040.1,COMPLETED
2025-05-01,OP0036,M0009,DT00074,LOW,2025-05-01 09:00:00,2025-05-01 12:11:00,Material Loading,ZONE-C,533.8,IN_PROGRESS
2025-05-01,OP0014,M0008,T00076,LOW,2025-05-01 12:00:00,2025-05-01 17:06:12,Material Loading,ZONE-B,1463.2,IN_PROGRESS
2025-05-01,OP0016,M0014,T00068,HIGH,2025-05-01 15:07:00,2025-05-02 00:24:06,Hauling,ZONE-C,1230.8,SCHEDULED
2025-05-01,OP0041,M0003,T00008,LOW,2025-05-01 12:14:00,2025-05-01 16:58:54,Material Stockpiling,ZONE-D,1045.9,COMPLETED
2025-05-01,OP0028,M0012,T00492,LOW,2025-05-01 15:22:00,2025-05-01 16:31:36,Earth Excavation,ZONE-A,114.3,COMPLETED
2025-05-01,OP0051,M0015,T00180,MEDIUM,2025-05-01 14:18:00,2025-05-01 15:22:06,Trenching,ZONE-C,132.1,IN_PROGRESS
2025-05-01,OP0031,M0004,T00227,MEDIUM,2025-05-01 10:59:00,2025-05-01 14:10:42,Grading,ZONE-A,4204.9,COMPLETED
2025-05-01,OP0022,M0040,T00386,LOW,2025-05-01 07:16:00,2025-05-01 07:48:48,Material Loading,ZONE-A,135.5,COMPLETED
2025-05-01,OP0054,M0015,T00619,MEDIUM,2025-05-01 10:07:00,2025-05-01 14:11:12,Material Loading,ZONE-C,1007.3,CANCELLED
2025-05-02,OP0048,M0008,T00801,MEDIUM,2025-05-02 07:28:00,2025-05-02 13:01:00,Material Loading,ZONE-C,1421.9,COMPLETED
2025-05-02,OP0050,M0033,DT00012,LOW,2025-05-02 06:00:00,2025-05-02 11:09:00,Demolition,ZONE-B,833.3,CANCELLED
2025-05-03,OP0028,M0026,T00378,MEDIUM,2025-05-03 09:54:00,2025-05-03 15:34:36,Demolition,ZONE-D,485.8,COMPLETED
2025-05-03,OP0044,M0015,DT00103,LOW,2025-05-03 10:00:00,2025-05-03 13:15:00,Earth Excavation,ZONE-B,1625.9,COMPLETED
2025-05-03,OP0013,M0034,T00830,LOW,2025-05-03 09:15:00,2025-05-03 19:22:18,Material Loading,ZONE-B,2456.8,IN_PROGRESS
2025-05-03,OP0026,M0012,T00359,HIGH,2025-05-03 12:11:00,2025-05-04 03:33:54,Material Loading,ZONE-B,1879.4,IN_PROGRESS
2025-05-03,OP0020,M0001,T00122,LOW,2025-05-03 07:23:00,2025-05-03 14:22:12,Demolition,ZONE-C,769.2,COMPLETED
2025-05-04,OP0024,M0031,T00685,LOW,2025-05-04 07:33:00,2025-05-04 10:23:54,Material Loading,ZONE-D,849.9,COMPLETED
2025-05-04,OP0005,M0022,T00604,LOW,2025-05-04 12:11:00,2025-05-04 19:07:00,Hauling,ZONE-C,971.2,CANCELLED
2025-05-04,OP0042,M0037,DT00178,MEDIUM,2025-05-04 13:00:00,2025-05-04 17:55:00,Grading,ZONE-B,1586.1,CANCELLED
2025-05-04,OP0014,M0027,T00681,LOW,2025-05-04 12:31:00,2025-05-04 16:20:24,Trenching,ZONE-B,460.3,COMPLETED
2025-05-04,OP0036,M0004,T00658,HIGH,2025-05-04 07:35:00,2025-05-04 11:25:54,Road Preparation,ZONE-D,3196.8,CANCELLED
2025-05-04,OP0015,M0026,T00640,MEDIUM,2025-05-04 11:40:00,2025-05-04 12:18:48,Road Preparation,ZONE-D,396.1,IN_PROGRESS
2025-05-04,OP0025,M0008,T00373,MEDIUM,2025-05-04 12:01:00,2025-05-04 21:44:48,Material Stockpiling,ZONE-B,1378.6,COMPLETED
2025-05-05,OP0008,M0035,T00765,LOW,2025-05-05 14:06:00,2025-05-07 01:24:30,Hauling,ZONE-C,2356.6,COMPLETED
2025-05-05,OP0004,M0041,T00838,MEDIUM,2025-05-05 09:24:00,2025-05-05 16:27:06,Material Stockpiling,ZONE-D,1099.8,COMPLETED
2025-05-06,OP0007,M0038,T00094,MEDIUM,2025-05-06 15:55:00,2025-05-07 00:14:12,Trenching,ZONE-A,398.3,COMPLETED
2025-05-06,OP0042,M0002,DT00082,MEDIUM,2025-05-06 07:00:00,2025-05-06 12:43:00,Grading,ZONE-D,892.6,CANCELLED
2025-05-06,OP0036,M0037,T00259,LOW,2025-05-06 10:17:00,2025-05-06 16:06:54,Grading,ZONE-C,3643.1,SCHEDULED
2025-05-06,OP0005,M0007,T00705,MEDIUM,2025-05-06 11:46:00,2025-05-07 04:15:30,Material Loading,ZONE-C,1472.6,CANCELLED
2025-05-06,OP0049,M0015,DT00094,LOW,2025-05-06 09:00:00,2025-05-06 10:31:00,Trenching,ZONE-B,1983.7,SCHEDULED
2025-05-06,OP0030,M0035,T00281,MEDIUM,2025-05-06 08:23:00,2025-05-06 09:51:54,Road Preparation,ZONE-A,1254.1,COMPLETED
2025-05-06,OP0046,M0025,T00343,MEDIUM,2025-05-06 11:02:00,2025-05-07 08:16:24,Demolition,ZONE-D,1130.1,COMPLETED
2025-05-06,OP0026,M0009,T00439,LOW,2025-05-06 07:52:00,2025-05-06 10:02:18,Trenching,ZONE-B,212.4,COMPLETED
2025-05-06,OP0020,M0008,T00760,MEDIUM,2025-05-06 14:02:00,2025-05-06 19:00:42,Earth Excavation,ZONE-B,791.5,COMPLETED
2025-05-06,OP0041,M0021,T00361,MEDIUM,2025-05-06 10:18:00,2025-05-06 13:32:48,Road Preparation,ZONE-A,1982.1,CANCELLED
2025-05-07,OP0027,M0023,T00756,URGENT,2025-05-07 14:09:00,2025-05-08 00:24:00,Material Loading,ZONE-A,1976.4,SCHEDULED
2025-05-07,OP0014,M0006,T00265,MEDIUM,2025-05-07 09:44:00,2025-05-07 14:50:18,Trenching,ZONE-D,593.9,COMPLETED
2025-05-07,OP0002,M0023,T00641,MEDIUM,2025-05-07 08:37:00,2025-05-07 14:50:30,Material Loading,ZONE-D,1868.4,COMPLETED
2025-05-08,OP0010,M0004,T00374,LOW,2025-05-08 11:02:00,2025-05-08 16:15:24,Road Preparation,ZONE-C,4365.4,IN_PROGRESS
2025-05-08,OP0013,M0021,T00482,LOW,2025-05-08 13:58:00,2025-05-08 17:25:36,Grading,ZONE-A,4425.0,CANCELLED
2025-05-08,OP0001,M0026,T00529,LOW,2025-05-08 13:35:00,2025-05-08 15:05:12,Grading,ZONE-C,2291.9,COMPLETED
2025-05-08,OP0023,M0039,DT00091,MEDIUM,2025-05-08 11:00:00,2025-05-08 13:24:00,Trenching,ZONE-D,1648.6,COMPLETED
2025-05-09,OP0051,M0014,T00175,URGENT,2025-05-09 09:56:00,2025-05-09 10:18:00,Soil Compaction,ZONE-B,406.9,COMPLETED
2025-05-09,OP0033,M0034,T00079,URGENT,2025-05-09 11:19:00,2025-05-09 14:06:48,Earth Excavation,ZONE-A,694.7,DELAYED
2025-05-10,OP0017,M0010,DT00127,MEDIUM,2025-05-10 14:00:00,2025-05-10 18:32:00,Grading,ZONE-A,251.3,COMPLETED
2025-05-10,OP0043,M0023,T00341,LOW,2025-05-10 13:31:00,2025-05-10 21:50:54,Road Preparation,ZONE-B,4431.7,COMPLETED
2025-05-10,OP0039,M0023,T00033,LOW,2025-05-10 10:33:00,2025-05-10 15:30:42,Material Loading,ZONE-A,1301.5,COMPLETED
2025-05-11,OP0014,M0042,T00249,LOW,2025-05-11 15:05:00,2025-05-11 16:59:18,Material Stockpiling,ZONE-A,624.9,CANCELLED
2025-05-11,OP0015,M0010,T00103,MEDIUM,2025-05-11 09:32:00,2025-05-12 02:36:06,Material Loading,ZONE-D,1887.8,COMPLETED
2025-05-11,OP0035,M0019,T00203,LOW,2025-05-11 15:18:00,2025-05-11 17:10:36,Trenching,ZONE-C,220.3,SCHEDULED
2025-05-12,OP0050,M0041,T00528,MEDIUM,2025-05-12 07:51:00,2025-05-12 11:41:42,Trenching,ZONE-A,458.6,COMPLETED
2025-05-12,OP0006,M0016,T00045,MEDIUM,2025-05-12 08:15:00,2025-05-12 12:09:42,Road Preparation,ZONE-C,3674.3,IN_PROGRESS
2025-05-12,OP0001,M0014,T00546,LOW,2025-05-12 13:15:00,2025-05-12 17:29:36,Soil Compaction,ZONE-D,4757.0,DELAYED
2025-05-12,OP0031,M0025,T00241,LOW,2025-05-12 14:03:00,2025-05-12 21:41:48,Material Stockpiling,ZONE-B,2188.8,IN_PROGRESS
2025-05-12,OP0047,M0009,T00625,MEDIUM,2025-05-12 11:01:00,2025-05-12 12:39:36,Material Loading,ZONE-C,496.2,DELAYED
2025-05-13,OP0021,M0013,T00587,HIGH,2025-05-13 11:45:00,2025-05-13 12:27:36,Trenching,ZONE-C,73.9,IN_PROGRESS
2025-05-13,OP0031,M0020,T00695,MEDIUM,2025-05-13 13:02:00,2025-05-13 18:37:24,Trenching,ZONE-A,567.1,DELAYED
2025-05-13,OP0051,M0010,DT00059,LOW,2025-05-13 15:00:00,2025-05-13 16:43:00,Material Stockpiling,ZONE-C,1716.8,COMPLETED
2025-05-13,OP0023,M0034,T00320,LOW,2025-05-13 10:45:00,2025-05-13 16:06:00,Trenching,ZONE-B,447.0,CANCELLED
2025-05-13,OP0054,M0022,DT00153,MEDIUM,2025-05-13 15:00:00,2025-05-13 17:11:00,Grading,ZONE-B,1935.7,COMPLETED
2025-05-13,OP0006,M0027,T00519,HIGH,2025-05-13 07:28:00,2025-05-13 10:49:12,Trenching,ZONE-B,409.4,COMPLETED
2025-05-14,OP0019,M0001,DT00190,HIGH,2025-05-14 12:00:00,2025-05-14 13:13:00,Material Loading,ZONE-A,1439.6,COMPLETED
2025-05-14,OP0039,M0017,T00786,HIGH,2025-05-14 12:20:00,2025-05-14 22:46:18,Trenching,ZONE-D,514.8,IN_PROGRESS
2025-05-14,OP0040,M0014,T00138,MEDIUM,2025-05-14 06:40:00,2025-05-14 16:28:06,Road Preparation,ZONE-D,4136.7,COMPLETED
2025-05-14,OP0055,M0009,T00262,MEDIUM,2025-05-14 09:33:00,2025-05-14 18:30:42,Grading,ZONE-A,5638.0,COMPLETED
2025-05-15,OP0017,M0029,T00549,MEDIUM,2025-05-15 12:12:00,2025-05-15 16:32:42,Demolition,ZONE-A,650.0,DELAYED
2025-05-15,OP0036,M0014,T00628,HIGH,2025-05-15 06:42:00,2025-05-15 13:47:24,Material Stockpiling,ZONE-A,1275.3,CANCELLED
2025-05-15,OP0053,M0004,T00649,LOW,2025-05-15 15:49:00,2025-05-15 20:04:24,Grading,ZONE-B,5238.9,DELAYED
2025-05-15,OP0007,M0021,T00444,MEDIUM,2025-05-15 09:16:00,2025-05-16 13:42:36,Hauling,ZONE-C,2231.2,COMPLETED
2025-05-15,OP0004,M0019,T00119,LOW,2025-05-15 14:33:00,2025-05-16 04:35:18,Material Loading,ZONE-C,2189.9,COMPLETED
2025-05-16,OP0017,M0036,T00125,LOW,2025-05-16 15:43:00,2025-05-17 00:48:06,Demolition,ZONE-A,1344.7,CANCELLED
2025-05-16,OP0014,M0005,T00266,MEDIUM,2025-05-16 13:53:00,2025-05-16 20:09:06,Hauling,ZONE-B,1303.6,CANCELLED
2025-05-16,OP0020,M0038,T00510,LOW,2025-05-16 09:59:00,2025-05-16 13:53:24,Material Stockpiling,ZONE-B,819.2,IN_PROGRESS
2025-05-16,OP0007,M0003,T00426,LOW,2025-05-16 12:06:00,2025-05-16 16:31:00,Demolition,ZONE-A,503.8,COMPLETED
2025-05-16,OP0043,M0030,T00190,LOW,2025-05-16 12:40:00,2025-05-16 16:00:42,Demolition,ZONE-D,593.4,COMPLETED
2025-05-17,OP0022,M0035,T00401,MEDIUM,2025-05-17 10:39:00,2025-05-17 13:26:06,Grading,ZONE-D,3445.1,CANCELLED
2025-05-17,OP0013,M0011,T00208,MEDIUM,2025-05-17 14:31:00,2025-05-17 16:47:54,Trenching,ZONE-D,226.2,CANCELLED
